Name,Publisher,Year,Genre,Generation,Platform,Platform_type,Platform_company,Platform_Multi,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
NBA 2K11,Take-Two Interactive,2010,Action,7,PS3,Traditional,Sony,Multi,1.41,0.21,0.03,0.16,1.8099999999999998
Dungeon Travelers 2: The Royal Library & The Monster Seal,Atlus,2014,Role-Playing,8,PSV,Portable,Sony,Multi,0.07,0.03,0.05,0.03,0.18000000000000002
Tales of Vesperia,Namco Bandai Games,2009,Role-Playing,7,PS3,Traditional,Sony,Multi,0.0,0.0,0.45,0.0,0.45
Angry Birds Trilogy,Activision,2012,Action,7,X360,Traditional,Microsoft,Multi,0.18,0.06,0.0,0.02,0.26
Neo Contra,Konami Digital Entertainment,2004,Shooter,6,PS2,Traditional,Sony,Native,0.1,0.08,0.0,0.03,0.21
Battlefield 2: Modern Combat,Electronic Arts,2005,Shooter,6,PS2,Traditional,Sony,Multi,0.37,0.01,0.0,0.06,0.44
TNA iMPACT!,Midway Games,2008,Fighting,7,PS3,Traditional,Sony,Multi,0.22,0.12,0.0,0.06,0.39999999999999997
Kanji Sonomama DS Rakubiki Jiten,Nintendo,2006,Misc,7,DS,Portable,Nintendo,Native,0.0,0.0,0.07,0.0,0.07
Godzilla: Destroy All Monsters Melee,Atari,2002,Fighting,6,GC,Traditional,Nintendo,Native,0.55,0.14,0.0,0.02,0.7100000000000001
Ferrari F355 Challenge,Sony Computer Entertainment,2002,Racing,6,PS2,Traditional,Sony,Native,0.03,0.02,0.0,0.01,0.060000000000000005
FIFA Soccer 09,Electronic Arts,2008,Sports,7,PC,PC,PC,Multi,0.0,0.02,0.0,0.0,0.02
Command & Conquer 3: Kane's Wrath,Electronic Arts,2008,Strategy,7,PC,PC,PC,Multi,0.0,0.01,0.0,0.0,0.01
Vigilante 8,Activision,1998,Racing,5,PS,Traditional,Sony,Multi,0.68,0.47,0.0,0.08,1.23
Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,Bethesda Softworks,2009,Role-Playing,7,X360,Traditional,Microsoft,Native,0.16,0.06,0.0,0.02,0.24
Broken Sword 5: The Serpent's Curse,Revolution Software,2015,Adventure,8,PS4,Traditional,Sony,Multi,0.0,0.06,0.0,0.01,0.06999999999999999
Dragon Ball Z: Battle of Z,Namco Bandai Games,2014,Fighting,7,PS3,Traditional,Sony,Multi,0.1,0.11,0.06,0.05,0.32
Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,Alchemist,2010,Adventure,7,DS,Portable,Nintendo,Native,0.0,0.0,0.03,0.0,0.03
Madden NFL 08,Electronic Arts,2007,Sports,7,PS3,Traditional,Sony,Multi,0.89,0.01,0.0,0.08,0.98
Gex 64: Enter the Gecko,GT Interactive,1998,Action,5,N64,Traditional,Nintendo,Native,0.2,0.05,0.0,0.0,0.25
Fade to Black,Electronic Arts,1996,Action,5,PS,Traditional,Sony,Native,0.19,0.13,0.0,0.02,0.34
SaGa Frontier,SquareSoft,1997,Role-Playing,5,PS,Traditional,Sony,Native,0.15,0.04,1.07,0.09,1.35
Hokuto no Ken: Hokuto Shinken Denshousha no Michi,Spike,2008,Action,7,DS,Portable,Nintendo,Native,0.0,0.0,0.03,0.0,0.03
Disney's Planes,Disney Interactive Studios,2013,Simulation,8,3DS,Portable,Nintendo,Multi,0.04,0.03,0.0,0.01,0.08
Silent Hill: Shattered Memories,Konami Digital Entertainment,2009,Action,7,Wii,Traditional,Nintendo,Multi,0.23,0.19,0.01,0.05,0.48000000000000004
Chuck E. Cheese's Party Games,UFO Interactive,2010,Misc,7,Wii,Traditional,Nintendo,Multi,0.16,0.0,0.0,0.01,0.17
Arcania: Gothic 4,JoWood Productions,2010,Role-Playing,7,X360,Traditional,Microsoft,Multi,0.03,0.04,0.01,0.01,0.09
FIFA Soccer 07,Electronic Arts,2006,Sports,7,DS,Portable,Nintendo,Multi,0.05,0.01,0.0,0.0,0.060000000000000005
Ratatouille,THQ,2007,Action,7,DS,Portable,Nintendo,Multi,0.5,0.62,0.0,0.14,1.2600000000000002
Thrillville: Off the Rails,LucasArts,2007,Strategy,7,DS,Portable,Nintendo,Multi,0.03,0.01,0.0,0.0,0.04
"What Did I Do to Deserve This, My Lord!? 2",Nippon Ichi Software,2008,Role-Playing,7,PSP,Portable,Sony,Native,0.05,0.0,0.18,0.01,0.24
"SpongeBob SquarePants: Lights, Camera, Pants!",THQ,2005,Misc,6,XB,Traditional,Microsoft,Multi,0.19,0.06,0.0,0.01,0.26
Rave Master,Konami Digital Entertainment,2002,Fighting,6,GC,Traditional,Nintendo,Native,0.0,0.0,0.05,0.0,0.05
Deca Sports 2,Hudson Soft,2009,Sports,7,Wii,Traditional,Nintendo,Native,0.33,0.34,0.09,0.07,0.8300000000000001
Bakugan Battle Brawlers: Defenders of the Core,Activision,2010,Action,7,Wii,Traditional,Nintendo,Multi,0.15,0.01,0.0,0.01,0.17
Panzer General,Mindscape,1995,Strategy,5,PS,Traditional,Sony,Native,0.14,0.09,0.0,0.02,0.25
Enemy Territory: Quake Wars,Activision,2007,Shooter,7,PC,PC,PC,Multi,0.01,0.0,0.0,0.0,0.01
DreamWorks Super Star Kartz,Activision,2011,Racing,7,PS3,Traditional,Sony,Multi,0.06,0.03,0.0,0.02,0.11
Petz Fantasy: Moonlight Magic,Ubisoft,2010,Simulation,7,DS,Portable,Nintendo,Native,0.11,0.0,0.0,0.01,0.12
Samurai Shodown,Takara,1994,Fighting,4,SNES,Traditional,Nintendo,Native,0.0,0.0,0.4,0.0,0.4
He-Man: Power of Grayskull,TDK Mediactive,2002,Action,6,GBA,Portable,Nintendo,Native,0.11,0.04,0.0,0.0,0.15
Tetris Worlds,THQ,2002,Puzzle,6,PS2,Traditional,Sony,Multi,1.11,0.71,0.0,0.27,2.09
Starry ? Sky: After Summer,Asgard,2013,Misc,7,PSP,Portable,Sony,Native,0.0,0.0,0.02,0.0,0.02
Gran Turismo 4,Sony Computer Entertainment,2004,Racing,6,PS2,Traditional,Sony,Native,3.01,0.01,1.1,7.53,11.649999999999999
Strider 2,Virgin Interactive,2000,Platform,5,PS,Traditional,Sony,Native,0.05,0.03,0.0,0.01,0.09
Blood Drive,Activision,2010,Racing,7,PS3,Traditional,Sony,Multi,0.07,0.0,0.0,0.0,0.07
Phantom Kingdom Portable,Nippon Ichi Software,2011,Role-Playing,7,PSP,Portable,Sony,Native,0.0,0.0,0.04,0.0,0.04
Grand Theft Auto: San Andreas,Take-Two Interactive,2004,Action,6,PS2,Traditional,Sony,Multi,9.43,0.4,0.41,10.57,20.810000000000002
Ultimate Block Party,505 Games,2004,Puzzle,7,PSP,Portable,Sony,Native,0.03,0.0,0.0,0.0,0.03
Dance Dance Revolution SuperNOVA,Konami Digital Entertainment,2006,Simulation,6,PS2,Traditional,Sony,Native,0.87,0.03,0.0,0.14,1.04
Scooby-Doo! Unmasked,THQ,2005,Platform,6,GBA,Portable,Nintendo,Multi,0.13,0.05,0.0,0.0,0.18
Reactor,Parker Bros.,1981,Action,2,2600,Traditional,Atari,Native,0.21,0.01,0.0,0.0,0.22
Blitzkrieg 2 Anthology,Ascaron Entertainment GmbH,2008,Strategy,7,PC,PC,PC,Native,0.0,0.01,0.0,0.0,0.01
Boxing Fever,THQ,2001,Sports,6,GBA,Portable,Nintendo,Native,0.06,0.02,0.0,0.0,0.08
Ken to Mahou to Gakuen Mono. 3D,Acquire,2011,Role-Playing,8,3DS,Portable,Nintendo,Native,0.0,0.0,0.06,0.0,0.06
NBA 09: The Inside,Sony Computer Entertainment,2008,Sports,7,PSP,Portable,Sony,Multi,0.16,0.0,0.0,0.01,0.17
SSX On Tour,Electronic Arts,2005,Sports,7,PSP,Portable,Sony,Multi,0.19,0.02,0.0,0.02,0.22999999999999998
Tokimeki Memorial: Girl's Side 2nd Season,Konami Digital Entertainment,2008,Adventure,7,DS,Portable,Nintendo,Native,0.0,0.0,0.11,0.0,0.11
Order Up!!,Funbox Media,2011,Action,8,3DS,Portable,Nintendo,Multi,0.0,0.01,0.0,0.0,0.01
Ride,Milestone S.r.l.,2015,Racing,7,X360,Traditional,Microsoft,Multi,0.0,0.02,0.0,0.0,0.02
Labyrinth Cross Blood: Infinity,CyberFront,2013,Role-Playing,8,PSV,Portable,Sony,Native,0.0,0.0,0.03,0.0,0.03
Tiger Woods PGA Tour 2002,Electronic Arts,2002,Sports,6,PS2,Traditional,Sony,Native,0.44,0.35,0.0,0.12,0.91
The Elder Scrolls Online,Bethesda Softworks,2014,Role-Playing,8,PC,PC,PC,Multi,0.32,0.48,0.0,0.09,0.89
BloodRayne 2,THQ,2004,Shooter,6,PS2,Traditional,Sony,Multi,0.13,0.1,0.0,0.03,0.26
Gravity Rush Remastered,Sony Computer Entertainment,2015,Action,8,PS4,Traditional,Sony,Native,0.02,0.05,0.04,0.01,0.12000000000000001
Game & Watch Gallery 2,Nintendo,1997,Misc,4,GB,Portable,Nintendo,Native,0.76,0.3,0.12,0.04,1.2200000000000002
Scene It? Bright Lights! Big Screen!,Warner Bros. Interactive Entertainment,2009,Misc,7,Wii,Traditional,Nintendo,Multi,0.13,0.0,0.0,0.01,0.14
Exit DS,Square Enix,2008,Puzzle,7,DS,Portable,Nintendo,Native,0.09,0.0,0.01,0.01,0.10999999999999999
2010 FIFA World Cup South Africa,Electronic Arts,2010,Sports,7,Wii,Traditional,Nintendo,Multi,0.23,0.15,0.01,0.04,0.43
Alone in the Dark: One-Eyed Jack's Revenge,Infogrames,1996,Adventure,5,PS,Traditional,Sony,Native,0.17,0.12,0.0,0.02,0.31000000000000005
Mother Goose no Himitsu no Yakata,Quinrose,2011,Adventure,7,PSP,Portable,Sony,Native,0.0,0.0,0.03,0.0,0.03
Namco Museum 50th Anniversary (JP sales),Namco Bandai Games,2005,Misc,6,PS2,Traditional,Sony,Native,0.0,0.0,0.02,0.0,0.02
Hakuouki SSL: Sweet School Life,Idea Factory,2014,Adventure,8,PSV,Portable,Sony,Native,0.0,0.0,0.05,0.0,0.05
DmC: Devil May Cry,Capcom,2015,Action,8,PS4,Traditional,Sony,Multi,0.12,0.13,0.0,0.05,0.3
Nobunaga no Yabou DS,Tecmo Koei,2006,Strategy,7,DS,Portable,Nintendo,Native,0.0,0.0,0.01,0.0,0.01
Professor Layton and the Mask of Miracle,Nintendo,2011,Puzzle,8,3DS,Portable,Nintendo,Native,0.32,0.95,0.36,0.14,1.77
Create,Electronic Arts,2010,Action,7,X360,Traditional,Microsoft,Multi,0.1,0.03,0.0,0.01,0.14
Kung Fu Panda,Activision,2008,Action,6,PS2,Traditional,Sony,Multi,0.24,0.0,0.0,0.41,0.6499999999999999
Generator Rex: Agent of Providence,Activision,2011,Action,7,X360,Traditional,Microsoft,Multi,0.05,0.01,0.0,0.0,0.060000000000000005
NHL 07,Electronic Arts,2006,Sports,7,X360,Traditional,Microsoft,Multi,0.25,0.01,0.0,0.02,0.28
MonHun Nikki: Poka Poka Ailu Mura,Capcom,2010,Role-Playing,7,PSP,Portable,Sony,Native,0.0,0.0,0.6,0.0,0.6
Armored Core: Silent Line,Agetec,2003,Simulation,6,PS2,Traditional,Sony,Native,0.07,0.06,0.16,0.02,0.31000000000000005
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,Ubisoft,2013,Misc,7,X360,Traditional,Microsoft,Multi,0.09,0.01,0.0,0.01,0.10999999999999999
Dragon Ball Z: La Legende Saien,Namco Bandai Games,1993,Fighting,4,SNES,Traditional,Nintendo,Native,0.0,0.0,1.2,0.0,1.2
Exist Archive: The Other Side of the Sky,Aksys Games,2015,Role-Playing,8,PSV,Portable,Sony,Multi,0.0,0.0,0.04,0.0,0.04
Fit in Six,Ubisoft,2011,Sports,7,Wii,Traditional,Nintendo,Multi,0.11,0.0,0.0,0.01,0.12
Scrabble Blast!,Zoo Digital Publishing,2005,Misc,6,GBA,Portable,Nintendo,Native,0.04,0.01,0.0,0.0,0.05
Ghosthunter,Sony Computer Entertainment,2003,Action,6,PS2,Traditional,Sony,Native,0.04,0.03,0.0,0.01,0.08
Army Men: RTS,Global Star,2004,Strategy,6,GC,Traditional,Nintendo,Multi,0.05,0.01,0.0,0.0,0.060000000000000005
Darius Gaiden,Acclaim Entertainment,1995,Shooter,5,SAT,Traditional,Sega,Native,0.0,0.0,0.1,0.0,0.1
Puzzle Quest: Galactrix,D3Publisher,2009,Puzzle,7,DS,Portable,Nintendo,Native,0.15,0.0,0.0,0.01,0.16
Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,D3Publisher,2010,Misc,7,PSP,Portable,Sony,Native,0.0,0.0,0.02,0.0,0.02
DiRT Showdown,Codemasters,2012,Racing,7,PS3,Traditional,Sony,Multi,0.02,0.13,0.0,0.04,0.19
Actua Tennis,Gremlin Interactive Ltd,1997,Sports,5,PS,Traditional,Sony,Native,0.07,0.05,0.0,0.01,0.13
South Park: The Stick of Truth,Ubisoft,2014,Role-Playing,7,PS3,Traditional,Sony,Multi,0.42,0.38,0.0,0.17,0.9700000000000001
The Rise of the Argonauts,Codemasters,2008,Role-Playing,7,X360,Traditional,Microsoft,Multi,0.03,0.12,0.0,0.01,0.16
Ochaken no Heya DS 2,MTO,2007,Simulation,7,DS,Portable,Nintendo,Native,0.0,0.0,0.09,0.0,0.09
Hiiro no Kakera: Shin Tamayori Hime Denshou,Idea Factory,2009,Adventure,6,PS2,Traditional,Sony,Native,0.0,0.0,0.01,0.0,0.01
Karaoke Revolution Presents American Idol Encore 2,Konami Digital Entertainment,2008,Misc,7,X360,Traditional,Microsoft,Multi,0.08,0.0,0.0,0.01,0.09
Tom and Jerry in House Trap,Ubisoft,2000,Action,5,PS,Traditional,Sony,Native,0.11,0.07,0.0,0.01,0.19
South Park,Acclaim Entertainment,1998,Shooter,5,N64,Traditional,Nintendo,Multi,0.9,0.23,0.0,0.02,1.1500000000000001
Destroy All Humans! Path of the Furon,THQ,2008,Action,7,X360,Traditional,Microsoft,Multi,0.08,0.04,0.0,0.01,0.13
FIFA Soccer 11,Electronic Arts,2010,Sports,7,X360,Traditional,Microsoft,Multi,0.71,2.4,0.02,0.4,3.53
Duel Masters: Kaijudo Showdown,Atari,2004,Misc,6,GBA,Portable,Nintendo,Native,0.16,0.06,0.0,0.0,0.22
Dark Souls II,Namco Bandai Games,2014,Role-Playing,7,X360,Traditional,Microsoft,Multi,0.48,0.2,0.01,0.06,0.75
Naruto Shippuden: Gekito Ninja Taisen! EX,Takara Tomy,2007,Fighting,7,Wii,Traditional,Nintendo,Native,0.0,0.0,0.1,0.0,0.1
Ephemeral Fantasia,Konami Digital Entertainment,2000,Role-Playing,6,PS2,Traditional,Sony,Native,0.04,0.03,0.0,0.01,0.08
Sonic the Hedgehog,Sega,1991,Platform,4,GEN,Traditional,Sega,Multi,3.03,0.91,0.26,0.13,4.33
Drome Racers,THQ,2003,Racing,6,GBA,Portable,Nintendo,Multi,0.02,0.01,0.0,0.0,0.03
Littlest Pet Shop,Electronic Arts,2008,Simulation,7,Wii,Traditional,Nintendo,Multi,0.34,0.04,0.0,0.03,0.41000000000000003
Warriors Orochi,Tecmo Koei,2007,Action,7,X360,Traditional,Microsoft,Multi,0.17,0.01,0.0,0.02,0.2
Yarudora Series Vol. 2: Kisetsu wo Dakishimete,Sony Computer Entertainment,1998,Adventure,5,PS,Traditional,Sony,Native,0.0,0.0,0.19,0.01,0.2
Saigo no Yakusoku no Monogatari,Unknown,2011,Role-Playing,7,PSP,Portable,Sony,Native,0.0,0.0,0.11,0.0,0.11
SpongeBob SquarePants: Creature from the Krusty Krab,THQ,2006,Platform,7,DS,Portable,Nintendo,Multi,0.45,0.0,0.0,0.04,0.49
Gakuen Hetalia,Idea Factory,2012,Adventure,7,DS,Portable,Nintendo,Native,0.0,0.0,0.01,0.0,0.01
Melty Blood: Actress Again,Ecole,2009,Fighting,6,PS2,Traditional,Sony,Native,0.0,0.0,0.06,0.0,0.06
Spider-Man,Parker Bros.,1981,Action,2,2600,Traditional,Atari,Multi,0.87,0.05,0.0,0.01,0.93
Countdown Vampires,Namco Bandai Games,1999,Adventure,5,PS,Traditional,Sony,Native,0.02,0.01,0.0,0.0,0.03
PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,Irem Software Engineering,2007,Misc,6,PS2,Traditional,Sony,Native,0.0,0.0,0.05,0.0,0.05
Star Ocean: The Last Hope International,Square Enix,2010,Role-Playing,7,PS3,Traditional,Sony,Native,0.28,0.16,0.22,0.08,0.74
Crayon Shin-Chan: Arashi o Yobu Enji,Namco Bandai Games,1993,Platform,4,SNES,Traditional,Nintendo,Native,0.0,0.0,0.46,0.0,0.46
LEGO The Lord of the Rings,Warner Bros. Interactive Entertainment,2012,Action,7,DS,Portable,Nintendo,Multi,0.0,0.14,0.0,0.02,0.16
E·O·E: Eve of Extinction,Eidos Interactive,2002,Fighting,6,PS2,Traditional,Sony,Native,0.04,0.03,0.02,0.01,0.1
Mega Man X,Capcom,1993,Platform,4,SNES,Traditional,Nintendo,Native,0.57,0.08,0.5,0.01,1.16
Dragon Quest VIII: Journey of the Cursed King,Square Enix,2004,Role-Playing,6,PS2,Traditional,Sony,Multi,0.65,0.75,3.61,0.2,5.21
River King: Mystic Valley (jp sales),Rising Star Games,2007,Sports,7,DS,Portable,Nintendo,Native,0.0,0.0,0.03,0.0,0.03
Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,Nintendo,2006,Misc,7,DS,Portable,Nintendo,Native,0.0,0.0,0.04,0.0,0.04
Mobile Suit Gundam 00: Gundam Meisters,Namco Bandai Games,2008,Action,6,PS2,Traditional,Sony,Native,0.0,0.0,0.06,0.0,0.06
Guitar Hero: Metallica,Activision,2009,Misc,7,X360,Traditional,Microsoft,Multi,0.52,0.21,0.0,0.07,0.8
Trials Fusion,Ubisoft,2014,Racing,8,PS4,Traditional,Sony,Multi,0.13,0.21,0.01,0.08,0.43
Tom Clancy's Splinter Cell,Ubisoft,2002,Action,6,XB,Traditional,Microsoft,Multi,1.85,1.04,0.0,0.13,3.02
Neon Genesis Evangelion 2nd Impression,Sega,1997,Role-Playing,5,SAT,Traditional,Sega,Native,0.0,0.0,0.42,0.0,0.42
Ghostbusters: The Video Game,Sony Computer Entertainment,2009,Action,7,PS3,Traditional,Sony,Multi,0.34,0.37,0.0,0.15,0.86
Hotel for Dogs,505 Games,2008,Simulation,7,DS,Portable,Nintendo,Multi,0.22,0.0,0.0,0.02,0.24
Super Robot Taisen OG: Original Generations,Banpresto,2007,Strategy,6,PS2,Traditional,Sony,Native,0.0,0.0,0.44,0.0,0.44
Digimon World Re:Digitize,Namco Bandai Games,2012,Action,7,PSP,Portable,Sony,Native,0.0,0.0,0.22,0.0,0.22
Romance of the Three Kingdoms 13,Tecmo Koei,2015,Action,8,PS4,Traditional,Sony,Multi,0.01,0.0,0.05,0.0,0.060000000000000005
Meiji Toukyou Renka,Broccoli,2013,Adventure,7,PSP,Portable,Sony,Native,0.0,0.0,0.02,0.0,0.02
The Legend of Heroes: Trails in the Sky Third Chapter,Falcom Corporation,2008,Role-Playing,7,PSP,Portable,Sony,Multi,0.0,0.0,0.07,0.0,0.07
Super Robot Taisen OG Saga: Endless Frontier,Namco Bandai Games,2008,Role-Playing,7,DS,Portable,Nintendo,Native,0.08,0.0,0.0,0.01,0.09
Bejeweled Twist,PopCap Games,2008,Puzzle,7,PC,PC,PC,Multi,0.01,0.04,0.0,0.01,0.060000000000000005
Disney Planes Fire & Rescue,Disney Interactive Studios,2014,Action,8,WiiU,Traditional,Nintendo,Multi,0.01,0.01,0.0,0.0,0.02
Yoru no Nai Kuni,Tecmo Koei,2015,Role-Playing,8,PSV,Portable,Sony,Multi,0.0,0.0,0.07,0.0,0.07
Hello Kitty: Roller Rescue,Empire Interactive,2005,Action,6,PC,PC,PC,Multi,0.0,0.03,0.0,0.0,0.03
Barbie Horse Adventures: Wild Horse Rescue,Universal Interactive,2003,Sports,6,PS2,Traditional,Sony,Multi,0.24,0.19,0.0,0.06,0.49
Tiger Woods PGA Tour 10,Electronic Arts,2009,Sports,7,PSP,Portable,Sony,Multi,0.12,0.07,0.0,0.05,0.24
Tony Hawk's Pro Skater 2,Activision,2001,Sports,6,GBA,Portable,Nintendo,Multi,0.85,0.31,0.0,0.02,1.18
MotoGP 4 - Official Game of MotoGP,Sony Computer Entertainment,2005,Racing,6,PS2,Traditional,Sony,Native,0.03,0.02,0.0,0.01,0.060000000000000005
Final Fantasy Tactics A2: Grimoire of the Rift,Square Enix,2007,Role-Playing,7,DS,Portable,Nintendo,Native,0.42,0.03,0.3,0.04,0.79
Need for Speed: Porsche Unleashed,Electronic Arts,1999,Racing,5,PS,Traditional,Sony,Multi,0.43,0.29,0.0,0.05,0.77
Mesaze!! Tsuri Master: Sekai ni Challenge! Hen,Hudson Soft,2008,Sports,7,Wii,Traditional,Nintendo,Native,0.0,0.0,0.02,0.0,0.02
Galerians,Crave Entertainment,1999,Adventure,5,PS,Traditional,Sony,Native,0.08,0.06,0.0,0.01,0.15000000000000002
One Piece Mansion,Capcom,2001,Action,5,PS,Traditional,Sony,Native,0.01,0.01,0.0,0.0,0.02
NHL 13,Electronic Arts,2012,Sports,7,PS3,Traditional,Sony,Multi,0.33,0.22,0.0,0.1,0.65
Quake III: Revolution,Electronic Arts,2001,Shooter,6,PS2,Traditional,Sony,Native,0.1,0.08,0.0,0.03,0.21
WWF Wrestlemania: The Arcade Game,Acclaim Entertainment,1995,Fighting,5,PS,Traditional,Sony,Native,0.03,0.02,0.0,0.0,0.05
Holly Hobbie & Friends,Majesco Entertainment,2007,Misc,7,DS,Portable,Nintendo,Native,0.04,0.0,0.0,0.0,0.04
Dreamer Series: Zoo Keeper,DreamCatcher Interactive,2010,Simulation,7,DS,Portable,Nintendo,Native,0.06,0.0,0.0,0.0,0.06
Rondo of Swords (US sales),Success,2007,Role-Playing,7,DS,Portable,Nintendo,Native,0.16,0.0,0.0,0.0,0.16
Cats & Dogs: The Revenge of Kitty Galore,505 Games,2010,Action,7,DS,Portable,Nintendo,Native,0.1,0.0,0.0,0.01,0.11
Breath of Fire,Ubisoft,2001,Role-Playing,6,GBA,Portable,Nintendo,Native,0.11,0.04,0.06,0.0,0.21
FIFA Soccer 2003,Electronic Arts,2002,Sports,6,XB,Traditional,Microsoft,Multi,0.2,0.4,0.0,0.04,0.6400000000000001
GOTHA: Ismailia Seneki,Sega,1995,Strategy,5,SAT,Traditional,Sega,Native,0.0,0.0,0.08,0.0,0.08
Zumba Fitness,505 Games,2010,Sports,7,Wii,Traditional,Nintendo,Multi,3.5,2.64,0.0,0.67,6.8100000000000005
Sly Cooper and the Thievius Raccoonus,Sony Computer Entertainment,2002,Platform,6,PS2,Traditional,Sony,Native,1.03,0.14,0.0,0.04,1.21
Bratz Kidz,Game Factory,2008,Misc,7,DS,Portable,Nintendo,Multi,0.03,0.0,0.0,0.0,0.03
Batman: Arkham City,Warner Bros. Interactive Entertainment,2011,Action,7,PC,PC,PC,Multi,0.16,0.28,0.0,0.09,0.53
Don Bradman Cricket 14,Tru Blu Entertainment,2015,Sports,8,PS4,Traditional,Sony,Multi,0.01,0.09,0.0,0.02,0.12
Dragon Age II,Electronic Arts,2011,Action,7,PS3,Traditional,Sony,Multi,0.4,0.27,0.05,0.12,0.8400000000000001
Rugby World Cup 2015,Ubisoft,2015,Sports,7,PS3,Traditional,Sony,Multi,0.0,0.06,0.0,0.01,0.06999999999999999
Puzzle & Action: Tant-R,Sega,1994,Misc,4,GEN,Traditional,Sega,Native,0.0,0.0,0.03,0.0,0.03
Fight Night Round 3,Electronic Arts,2006,Fighting,7,PSP,Portable,Sony,Multi,0.46,0.02,0.0,0.05,0.53
Night Wizard the Video Game: Denial of the World,5pb,2008,Adventure,6,PS2,Traditional,Sony,Native,0.0,0.0,0.02,0.0,0.02
The Operative: No One Lives Forever,Electronic Arts,2002,Shooter,6,PS2,Traditional,Sony,Native,0.07,0.05,0.0,0.02,0.14
BlazBlue: Calamity Trigger Portable,PQube,2010,Fighting,7,PSP,Portable,Sony,Native,0.07,0.01,0.03,0.01,0.12
Eyeshield 21: Max Devil Power,Nintendo,2006,Role-Playing,7,DS,Portable,Nintendo,Native,0.0,0.0,0.12,0.0,0.12
Dave Mirra Freestyle BMX 2,Acclaim Entertainment,2001,Sports,6,GBA,Portable,Nintendo,Multi,0.14,0.05,0.0,0.0,0.19
Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life,Sony Computer Entertainment,2003,Misc,5,PS,Traditional,Sony,Native,0.23,0.15,0.0,0.03,0.41000000000000003
The Price is Right: Decades,Ubisoft,2011,Misc,7,X360,Traditional,Microsoft,Multi,0.11,0.0,0.0,0.01,0.12
Simple DS Series Vol. 41: The Bakudan Shori-Han,D3Publisher,2008,Action,7,DS,Portable,Nintendo,Native,0.0,0.0,0.01,0.0,0.01
Asteroids,Success,1998,Shooter,5,PS,Traditional,Sony,Multi,0.64,0.43,0.0,0.07,1.1400000000000001
Disney Sports Soccer,Konami Digital Entertainment,2002,Sports,6,GBA,Portable,Nintendo,Multi,0.02,0.01,0.0,0.0,0.03
Love Live! School Idol Paradise,Kadokawa Games,2014,Misc,8,PSV,Portable,Sony,Native,0.0,0.0,0.12,0.0,0.12
The Story of Noah's Ark,SouthPeak Games,2010,Action,7,DS,Portable,Nintendo,Native,0.1,0.0,0.0,0.01,0.11
Tiger Woods PGA Tour 08,Electronic Arts,2007,Sports,6,PS2,Traditional,Sony,Multi,0.19,0.15,0.0,0.05,0.38999999999999996
Condemned: Criminal Origins,Sega,2005,Action,7,X360,Traditional,Microsoft,Native,0.36,0.03,0.0,0.03,0.42000000000000004
Atelier Iris 2: The Azoth Of Destiny,Tecmo Koei,2005,Role-Playing,6,PS2,Traditional,Sony,Native,0.03,0.02,0.0,0.01,0.060000000000000005
Jumble Madness,Destineer,2009,Puzzle,7,DS,Portable,Nintendo,Native,0.06,0.0,0.0,0.0,0.06
Dark Summit,THQ,2001,Sports,6,XB,Traditional,Microsoft,Multi,0.08,0.02,0.0,0.0,0.1
Just Dance 2014,Ubisoft,2013,Misc,8,WiiU,Traditional,Nintendo,Multi,0.33,0.23,0.0,0.05,0.6100000000000001
Batman: Gotham City Racer,Ubisoft,2001,Racing,5,PS,Traditional,Sony,Native,0.03,0.02,0.0,0.0,0.05
Woody Woodpecker: Escape from Buzz Buzzard Park,DreamCatcher Interactive,2001,Platform,6,PS2,Traditional,Sony,Native,0.02,0.02,0.0,0.01,0.05
Destiny: The Taken King,Activision,2015,Shooter,7,X360,Traditional,Microsoft,Multi,0.22,0.12,0.0,0.03,0.37
Stretch Panic,Midas Interactive Entertainment,2001,Platform,6,PS2,Traditional,Sony,Native,0.02,0.02,0.0,0.01,0.05
IHRA Drag Racing: Sportsman Edition,Bethesda Softworks,2006,Racing,6,XB,Traditional,Microsoft,Multi,0.01,0.0,0.0,0.0,0.01
Angry Birds Star Wars,Activision,2013,Strategy,8,PSV,Portable,Sony,Multi,0.05,0.04,0.0,0.03,0.12
Wipeout 2,Activision,2011,Misc,7,PS3,Traditional,Sony,Multi,0.11,0.0,0.0,0.01,0.12
Madden NFL 25,Electronic Arts,2013,Sports,8,XOne,Traditional,Microsoft,Multi,0.67,0.05,0.0,0.05,0.7700000000000001
Nobunaga no Yabou: Tenshoki,Tecmo Koei,1996,Strategy,4,SNES,Traditional,Nintendo,Multi,0.0,0.0,0.17,0.0,0.17
Yu-Gi-Oh! Forbidden Memories,Konami Digital Entertainment,1999,Role-Playing,5,PS,Traditional,Sony,Native,1.37,0.44,0.0,0.08,1.8900000000000001
